Packet Size,Source IP,Destination IP,Source Port,Destination Port
1209.7901211236072,133.122.193.145,126.188.209.97,54135,52594
666.5595814803885,22.98.248.237,74.115.191.239,26116,43298
82.58049706417023,169.221.68.197,170.51.192.204,65241,40267
439.5821711081718,139.56.179.149,56.208.41.32,58890,29277
835.369611258257,99.76.26.115,15.62.155.28,11133,32004
968.5434187479135,147.109.188.199,209.64.238.187,36678,3041
423.93714387814333,47.247.71.154,242.186.130.127,35956,8981
252.06630740559498,40.133.149.206,36.114.199.13,64695,50022
1260.6488433589836,132.23.106.84,15.89.215.188,27529,43212
1477.3831620201506,143.242.116.109,22.191.218.225,37737,5816
812.2507643388944,221.136.41.112,203.74.25.101,55411,57006
298.9349644800401,147.112.103.46,176.171.117.166,44193,14261
444.84562345308495,156.238.249.219,41.173.88.168,8770,52610
76.66648099382677,68.122.15.227,110.120.97.145,12999,17275
1375.7332695127236,165.129.195.111,216.229.57.130,52766,20276
220.73907019070464,24.27.40.191,96.121.252.62,41546,11731
885.9488894956677,189.164.226.221,216.137.68.81,16620,35230
447.3800699964487,24.24.234.4,17.117.50.112,55110,29764
853.5581036479005,67.34.185.177,94.168.186.203,54252,4567
994.5595631102032,215.181.248.116,85.149.146.183,38977,45159
1253.1256153754423,23.109.69.95,157.152.74.109,34885,51957
349.31084405287464,254.181.62.169,145.18.42.240,4904,49312
65.9439515547967,57.253.249.188,212.101.45.82,44478,40135
248.48416359977054,54.70.101.57,17.73.14.177,56735,36055
1355.0270306797524,138.168.135.103,157.223.132.82,44563,43953
1317.140612465647,166.85.61.212,251.148.120.120,44472,1235
916.248998146947,3.128.179.86,47.107.108.9,3809,58875
920.7494476287974,47.196.220.76,205.79.155.15,23473,56335
1014.3031780920704,38.243.164.239,220.229.247.19,15823,47601
304.2883540040019,169.197.141.87,90.180.26.217,50072,40819
1375.8973215911917,58.50.30.190,154.154.174.92,40331,1355
657.2172610935061,101.25.112.155,177.82.224.181,61126,24268
605.5508659617714,179.206.185.126,131.194.225.42,51750,58220
802.4306726601144,240.123.47.118,19.17.236.161,49808,9193
118.10065182382982,228.39.16.248,76.177.184.63,55852,58918
291.1108846963151,22.213.54.149,131.107.49.55,48522,23128
1120.148743818237,200.241.16.59,154.99.200.52,44357,42925
170.05806849143337,247.31.170.202,100.117.118.7,41852,15615
924.5705587262629,32.187.162.254,46.46.100.144,5014,32735
405.75620903791537,9.209.139.224,152.189.54.62,55386,49917
614.4786403608659,10.214.249.17,129.49.25.10,55021,1751
468.6059183175148,68.48.180.111,118.208.144.186,59461,22383
565.7254388741762,153.123.149.101,200.157.231.92,51365,44846
1092.616562517156,102.241.65.191,134.144.148.80,20097,37035
480.8264876536038,217.51.36.81,71.233.78.43,37887,50824
871.286728430501,233.127.88.194,154.90.78.199,15573,38887
740.2730831886945,104.15.96.167,161.26.121.45,19283,47601
1012.3231897758398,123.198.1.239,212.63.195.180,57944,24022
1408.403122020899,151.122.167.253,68.253.154.203,20814,11953
1112.2295409548628,126.57.81.162,2.142.108.30,11003,64076
361.6635489565973,251.169.221.73,49.140.218.44,64880,61115
95.21554583886277,141.70.6.84,161.13.78.216,21340,15866
430.2828642347464,52.245.3.81,126.98.236.26,27207,24543
912.8629995153696,63.49.76.112,149.156.48.228,29348,18417
124.567429552163,175.109.183.192,168.66.234.201,25648,35342
769.7310584417927,65.81.195.218,87.79.205.23,63539,10019
915.4221309294894,15.100.32.96,81.254.48.124,39200,29680
534.6536416845931,128.196.146.113,130.84.20.187,21269,48958
1167.8226954314418,83.43.116.163,46.131.183.12,47729,41284
204.56746704396912,232.78.58.33,40.66.100.78,24814,46293
158.9497835169227,14.162.189.247,16.83.162.44,27780,16591
1105.8736964952247,132.216.59.157,253.238.134.205,61414,29864
768.4624084989878,83.134.121.225,192.100.22.18,3857,53577
1048.1834748202173,177.168.83.245,12.180.123.246,6309,24855
680.499640975432,193.197.27.80,222.117.51.232,10613,14289
407.28294819670487,134.232.13.240,71.224.48.19,48500,6448
1237.6983606275896,64.190.227.147,6.84.155.53,15140,21649
1209.1530245050199,204.80.123.43,107.101.48.135,8669,15110
1057.3098827389188,202.89.148.95,187.69.11.143,45810,30211
444.6104489834459,196.172.151.2,192.131.122.69,30174,36953
905.8344669601763,120.22.115.57,23.181.37.9,59199,62916
573.4121505630388,229.72.7.206,15.131.93.198,11913,21563
182.79400632361953,184.119.195.114,17.154.149.72,31310,57654
1380.104684420252,16.247.83.179,149.121.11.166,38569,26127
248.38701483249403,210.244.208.72,72.106.216.125,17018,28898
1427.8441630401635,124.225.113.12,35.119.14.247,36527,10239
696.7083707890358,126.53.75.133,14.10.140.38,47403,40409
